Driver_ID,Category,Time,Route_Sequence,Capacity
D17,UPDATE_ROUTE,2025-10-01 18:58:00,<Stop R214732 (1p): PICKUP> -> <Stop R214736 (1p): PICKUP> -> <Stop R214730 (1p): PICKUP> -> <Stop R214730 (1p): DROPOFF> -> <Stop R214732 (1p): DROPOFF> -> <Stop R214736 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 18:58:00,<Stop R214737 (1p): PICKUP> -> <Stop R214731 (2p): PICKUP> -> <Stop R214731 (2p): DROPOFF> -> <Stop R214737 (1p): DROPOFF>,4
D13,FINISH,2025-10-01 18:59:00,<Stop R214723 (1p): DROPOFF> -> <Stop R214727 (1p): PICKUP> -> <Stop R214727 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 18:59:00,<Stop R214732 (1p): PICKUP> -> <Stop R214736 (1p): PICKUP> -> <Stop R214739 (1p): PICKUP> -> <Stop R214730 (1p): PICKUP> -> <Stop R214739 (1p): DROPOFF> -> <Stop R214730 (1p): DROPOFF> -> <Stop R214732 (1p): DROPOFF> -> <Stop R214736 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 18:59:00,<Stop R214726 (1p): DROPOFF> -> <Stop R214738 (1p): PICKUP> -> <Stop R214738 (1p): DROPOFF>,4
D18,SHIFT_START,2025-10-01 19:00:00,INIT,4
D11,FINISH,2025-10-01 19:00:00,<Stop R214728 (1p): PICKUP> -> <Stop R214728 (1p): DROPOFF>,4
D18,NEW_ROUTE,2025-10-01 19:00:00,<Stop R214740 (1p): PICKUP> -> <Stop R214740 (1p): DROPOFF>,4
D13,NEW_ROUTE,2025-10-01 19:00:00,<Stop R214741 (1p): PICKUP> -> <Stop R214741 (1p): DROPOFF>,4
D11,NEW_ROUTE,2025-10-01 19:01:00,<Stop R214742 (1p): PICKUP> -> <Stop R214742 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:01:00,<Stop R214741 (1p): PICKUP> -> <Stop R214743 (1p): PICKUP> -> <Stop R214741 (1p): DROPOFF> -> <Stop R214743 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:01:00,<Stop R214740 (1p): DROPOFF> -> <Stop R214744 (1p): PICKUP> -> <Stop R214744 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:01:00,<Stop R214733 (1p): DROPOFF> -> <Stop R214724 (1p): DROPOFF> -> <Stop R214745 (1p): PICKUP> -> <Stop R214745 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:02:00,<Stop R214746 (1p): PICKUP> -> <Stop R214742 (1p): PICKUP> -> <Stop R214746 (1p): DROPOFF> -> <Stop R214742 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:02:00,<Stop R214740 (1p): DROPOFF> -> <Stop R214747 (1p): PICKUP> -> <Stop R214744 (1p): PICKUP> -> <Stop R214744 (1p): DROPOFF> -> <Stop R214747 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:02:00,<Stop R214737 (1p): DROPOFF> -> <Stop R214748 (2p): PICKUP> -> <Stop R214748 (2p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:02:00,<Stop R214749 (2p): PICKUP> -> <Stop R214738 (1p): DROPOFF> -> <Stop R214749 (2p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:03:00,<Stop R214747 (1p): PICKUP> -> <Stop R214750 (1p): PICKUP> -> <Stop R214744 (1p): PICKUP> -> <Stop R214744 (1p): DROPOFF> -> <Stop R214750 (1p): DROPOFF> -> <Stop R214747 (1p): DROPOFF>,4
D14,UPDATE_ROUTE,2025-10-01 19:03:00,<Stop R214734 (2p): DROPOFF> -> <Stop R214751 (1p): PICKUP> -> <Stop R214751 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:04:00,<Stop R214741 (1p): DROPOFF> -> <Stop R214757 (2p): PICKUP> -> <Stop R214743 (1p): DROPOFF> -> <Stop R214757 (2p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:04:00,<Stop R214741 (1p): DROPOFF> -> <Stop R214756 (1p): PICKUP> -> <Stop R214757 (2p): PICKUP> -> <Stop R214743 (1p): DROPOFF> -> <Stop R214756 (1p): DROPOFF> -> <Stop R214757 (2p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:04:00,<Stop R214732 (1p): DROPOFF> -> <Stop R214755 (1p): PICKUP> -> <Stop R214736 (1p): DROPOFF> -> <Stop R214755 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:04:00,<Stop R214742 (1p): DROPOFF> -> <Stop R214754 (1p): PICKUP> -> <Stop R214754 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:04:00,<Stop R214742 (1p): DROPOFF> -> <Stop R214753 (1p): PICKUP> -> <Stop R214754 (1p): PICKUP> -> <Stop R214754 (1p): DROPOFF> -> <Stop R214753 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:04:00,<Stop R214737 (1p): DROPOFF> -> <Stop R214748 (2p): PICKUP> -> <Stop R214752 (2p): PICKUP> -> <Stop R214748 (2p): DROPOFF> -> <Stop R214752 (2p): DROPOFF>,4
D14,UPDATE_ROUTE,2025-10-01 19:06:00,<Stop R214751 (1p): PICKUP> -> <Stop R214758 (1p): PICKUP> -> <Stop R214751 (1p): DROPOFF> -> <Stop R214758 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:06:00,<Stop R214759 (1p): PICKUP> -> <Stop R214745 (1p): DROPOFF> -> <Stop R214759 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:06:00,<Stop R214753 (1p): PICKUP> -> <Stop R214754 (1p): PICKUP> -> <Stop R214754 (1p): DROPOFF> -> <Stop R214753 (1p): DROPOFF> -> <Stop R214760 (1p): PICKUP> -> <Stop R214760 (1p): DROPOFF>,4
D12,FINISH,2025-10-01 19:07:00,<Stop R214749 (2p): PICKUP> -> <Stop R214738 (1p): DROPOFF> -> <Stop R214749 (2p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:07:00,<Stop R214743 (1p): DROPOFF> -> <Stop R214761 (1p): PICKUP> -> <Stop R214756 (1p): DROPOFF> -> <Stop R214761 (1p): DROPOFF> -> <Stop R214757 (2p): DROPOFF>,4
D14,UPDATE_ROUTE,2025-10-01 19:07:00,<Stop R214762 (1p): PICKUP> -> <Stop R214751 (1p): DROPOFF> -> <Stop R214758 (1p): DROPOFF> -> <Stop R214762 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:08:00,<Stop R214747 (1p): DROPOFF> -> <Stop R214768 (1p): PICKUP> -> <Stop R214768 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:08:00,<Stop R214767 (1p): PICKUP> -> <Stop R214753 (1p): PICKUP> -> <Stop R214754 (1p): PICKUP> -> <Stop R214754 (1p): DROPOFF> -> <Stop R214753 (1p): DROPOFF> -> <Stop R214760 (1p): PICKUP> -> <Stop R214760 (1p): DROPOFF> -> <Stop R214767 (1p): DROPOFF>,4
D12,NEW_ROUTE,2025-10-01 19:08:00,<Stop R214766 (1p): PICKUP> -> <Stop R214766 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:08:00,<Stop R214748 (2p): DROPOFF> -> <Stop R214764 (1p): PICKUP> -> <Stop R214752 (2p): DROPOFF> -> <Stop R214764 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:08:00,<Stop R214759 (1p): PICKUP> -> <Stop R214745 (1p): DROPOFF> -> <Stop R214759 (1p): DROPOFF> -> <Stop R214763 (1p): PICKUP> -> <Stop R214763 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:08:00,<Stop R214747 (1p): DROPOFF> -> <Stop R214765 (1p): PICKUP> -> <Stop R214768 (1p): PICKUP> -> <Stop R214768 (1p): DROPOFF> -> <Stop R214765 (1p): DROPOFF>,4
D17,FINISH,2025-10-01 19:10:00,<Stop R214732 (1p): DROPOFF> -> <Stop R214755 (1p): PICKUP> -> <Stop R214736 (1p): DROPOFF> -> <Stop R214755 (1p): DROPOFF>,4
D17,NEW_ROUTE,2025-10-01 19:10:00,<Stop R214774 (1p): PICKUP> -> <Stop R214774 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:10:00,<Stop R214757 (2p): DROPOFF> -> <Stop R214776 (1p): PICKUP> -> <Stop R214776 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:10:00,<Stop R214775 (1p): PICKUP> -> <Stop R214775 (1p): DROPOFF> -> <Stop R214759 (1p): DROPOFF> -> <Stop R214763 (1p): PICKUP> -> <Stop R214763 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:10:00,<Stop R214757 (2p): DROPOFF> -> <Stop R214776 (1p): PICKUP> -> <Stop R214773 (1p): PICKUP> -> <Stop R214776 (1p): DROPOFF> -> <Stop R214773 (1p): DROPOFF>,4
D14,UPDATE_ROUTE,2025-10-01 19:10:00,<Stop R214771 (1p): PICKUP> -> <Stop R214751 (1p): DROPOFF> -> <Stop R214758 (1p): DROPOFF> -> <Stop R214762 (1p): DROPOFF> -> <Stop R214771 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:10:00,<Stop R214768 (1p): PICKUP> -> <Stop R214768 (1p): DROPOFF> -> <Stop R214765 (1p): DROPOFF> -> <Stop R214770 (1p): PICKUP> -> <Stop R214770 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:10:00,<Stop R214757 (2p): DROPOFF> -> <Stop R214776 (1p): PICKUP> -> <Stop R214773 (1p): PICKUP> -> <Stop R214769 (1p): PICKUP> -> <Stop R214776 (1p): DROPOFF> -> <Stop R214773 (1p): DROPOFF> -> <Stop R214769 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:10:00,<Stop R214754 (1p): DROPOFF> -> <Stop R214753 (1p): DROPOFF> -> <Stop R214760 (1p): PICKUP> -> <Stop R214760 (1p): DROPOFF> -> <Stop R214772 (1p): PICKUP> -> <Stop R214767 (1p): DROPOFF> -> <Stop R214772 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:11:00,<Stop R214777 (1p): PICKUP> -> <Stop R214775 (1p): PICKUP> -> <Stop R214775 (1p): DROPOFF> -> <Stop R214759 (1p): DROPOFF> -> <Stop R214763 (1p): PICKUP> -> <Stop R214763 (1p): DROPOFF> -> <Stop R214777 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:12:00,<Stop R214778 (1p): PICKUP> -> <Stop R214760 (1p): DROPOFF> -> <Stop R214778 (1p): DROPOFF> -> <Stop R214767 (1p): DROPOFF> -> <Stop R214772 (1p): PICKUP> -> <Stop R214772 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:12:00,<Stop R214779 (1p): PICKUP> -> <Stop R214776 (1p): PICKUP> -> <Stop R214773 (1p): PICKUP> -> <Stop R214769 (1p): PICKUP> -> <Stop R214776 (1p): DROPOFF> -> <Stop R214773 (1p): DROPOFF> -> <Stop R214779 (1p): DROPOFF> -> <Stop R214769 (1p): DROPOFF>,4
D12,FINISH,2025-10-01 19:13:00,<Stop R214766 (1p): PICKUP> -> <Stop R214766 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:13:00,<Stop R214780 (1p): PICKUP> -> <Stop R214764 (1p): DROPOFF> -> <Stop R214780 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:13:00,<Stop R214781 (1p): PICKUP> -> <Stop R214780 (1p): PICKUP> -> <Stop R214781 (1p): DROPOFF> -> <Stop R214764 (1p): DROPOFF> -> <Stop R214780 (1p): DROPOFF>,4
D12,NEW_ROUTE,2025-10-01 19:13:00,<Stop R214782 (1p): PICKUP> -> <Stop R214782 (1p): DROPOFF>,4
D17,FINISH,2025-10-01 19:14:00,<Stop R214774 (1p): PICKUP> -> <Stop R214774 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:14:00,<Stop R214783 (1p): PICKUP> -> <Stop R214763 (1p): PICKUP> -> <Stop R214763 (1p): DROPOFF> -> <Stop R214783 (1p): DROPOFF> -> <Stop R214777 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:14:00,<Stop R214778 (1p): DROPOFF> -> <Stop R214784 (1p): PICKUP> -> <Stop R214784 (1p): DROPOFF> -> <Stop R214767 (1p): DROPOFF> -> <Stop R214772 (1p): PICKUP> -> <Stop R214772 (1p): DROPOFF>,4
D14,UPDATE_ROUTE,2025-10-01 19:15:00,<Stop R214788 (1p): PICKUP> -> <Stop R214788 (1p): DROPOFF> -> <Stop R214771 (1p): DROPOFF>,4
D17,NEW_ROUTE,2025-10-01 19:15:00,<Stop R214787 (1p): PICKUP> -> <Stop R214787 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:15:00,<Stop R214786 (1p): PICKUP> -> <Stop R214787 (1p): PICKUP> -> <Stop R214787 (1p): DROPOFF> -> <Stop R214786 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:15:00,<Stop R214785 (1p): PICKUP> -> <Stop R214773 (1p): DROPOFF> -> <Stop R214779 (1p): DROPOFF> -> <Stop R214769 (1p): DROPOFF> -> <Stop R214785 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:16:00,<Stop R214789 (1p): PICKUP> -> <Stop R214782 (1p): DROPOFF> -> <Stop R214789 (1p): DROPOFF>,4
D14,UPDATE_ROUTE,2025-10-01 19:16:00,<Stop R214788 (1p): DROPOFF> -> <Stop R214790 (1p): PICKUP> -> <Stop R214771 (1p): DROPOFF> -> <Stop R214790 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:17:00,<Stop R214769 (1p): DROPOFF> -> <Stop R214791 (1p): PICKUP> -> <Stop R214791 (1p): DROPOFF> -> <Stop R214785 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:17:00,<Stop R214789 (1p): PICKUP> -> <Stop R214782 (1p): DROPOFF> -> <Stop R214792 (1p): PICKUP> -> <Stop R214789 (1p): DROPOFF> -> <Stop R214792 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:17:00,<Stop R214793 (1p): PICKUP> -> <Stop R214763 (1p): DROPOFF> -> <Stop R214783 (1p): DROPOFF> -> <Stop R214777 (1p): DROPOFF> -> <Stop R214793 (1p): DROPOFF>,4
D14,UPDATE_ROUTE,2025-10-01 19:18:00,<Stop R214794 (1p): PICKUP> -> <Stop R214794 (1p): DROPOFF> -> <Stop R214790 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:18:00,<Stop R214769 (1p): DROPOFF> -> <Stop R214791 (1p): PICKUP> -> <Stop R214795 (1p): PICKUP> -> <Stop R214785 (1p): DROPOFF> -> <Stop R214791 (1p): DROPOFF> -> <Stop R214795 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:18:00,<Stop R214770 (1p): DROPOFF> -> <Stop R214796 (1p): PICKUP> -> <Stop R214796 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:18:00,<Stop R214789 (1p): DROPOFF> -> <Stop R214797 (1p): PICKUP> -> <Stop R214792 (1p): PICKUP> -> <Stop R214797 (1p): DROPOFF> -> <Stop R214792 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:19:00,<Stop R214780 (1p): DROPOFF> -> <Stop R214798 (1p): PICKUP> -> <Stop R214798 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:20:00,<Stop R214793 (1p): DROPOFF> -> <Stop R214804 (1p): PICKUP> -> <Stop R214804 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:20:00,<Stop R214787 (1p): DROPOFF> -> <Stop R214803 (1p): PICKUP> -> <Stop R214786 (1p): DROPOFF> -> <Stop R214803 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:20:00,<Stop R214802 (2p): PICKUP> -> <Stop R214802 (2p): DROPOFF> -> <Stop R214798 (1p): PICKUP> -> <Stop R214798 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:20:00,<Stop R214787 (1p): DROPOFF> -> <Stop R214803 (1p): PICKUP> -> <Stop R214800 (2p): PICKUP> -> <Stop R214786 (1p): DROPOFF> -> <Stop R214800 (2p): DROPOFF> -> <Stop R214803 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:20:00,<Stop R214796 (1p): PICKUP> -> <Stop R214799 (2p): PICKUP> -> <Stop R214796 (1p): DROPOFF> -> <Stop R214799 (2p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:20:00,<Stop R214772 (1p): PICKUP> -> <Stop R214801 (1p): PICKUP> -> <Stop R214772 (1p): DROPOFF> -> <Stop R214801 (1p): DROPOFF>,4
D14,FINISH,2025-10-01 19:21:00,<Stop R214794 (1p): PICKUP> -> <Stop R214794 (1p): DROPOFF> -> <Stop R214790 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:21:00,<Stop R214793 (1p): DROPOFF> -> <Stop R214804 (1p): PICKUP> -> <Stop R214805 (1p): PICKUP> -> <Stop R214804 (1p): DROPOFF> -> <Stop R214805 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:22:00,<Stop R214806 (1p): PICKUP> -> <Stop R214806 (1p): DROPOFF> -> <Stop R214792 (1p): DROPOFF> -> <Stop R214797 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:23:00,<Stop R214806 (1p): DROPOFF> -> <Stop R214797 (1p): DROPOFF> -> <Stop R214792 (1p): DROPOFF> -> <Stop R214807 (3p): PICKUP> -> <Stop R214807 (3p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:23:00,<Stop R214808 (1p): PICKUP> -> <Stop R214798 (1p): PICKUP> -> <Stop R214808 (1p): DROPOFF> -> <Stop R214798 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:23:00,<Stop R214809 (1p): PICKUP> -> <Stop R214805 (1p): PICKUP> -> <Stop R214804 (1p): DROPOFF> -> <Stop R214805 (1p): DROPOFF> -> <Stop R214809 (1p): DROPOFF>,4
D14,NEW_ROUTE,2025-10-01 19:23:00,<Stop R214810 (2p): PICKUP> -> <Stop R214810 (2p): DROPOFF>,4
D13,FINISH,2025-10-01 19:24:00,<Stop R214769 (1p): DROPOFF> -> <Stop R214791 (1p): PICKUP> -> <Stop R214795 (1p): PICKUP> -> <Stop R214785 (1p): DROPOFF> -> <Stop R214791 (1p): DROPOFF> -> <Stop R214795 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:24:00,<Stop R214811 (1p): PICKUP> -> <Stop R214801 (1p): DROPOFF> -> <Stop R214811 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:24:00,<Stop R214812 (1p): PICKUP> -> <Stop R214811 (1p): PICKUP> -> <Stop R214801 (1p): DROPOFF> -> <Stop R214811 (1p): DROPOFF> -> <Stop R214812 (1p): DROPOFF>,4
D13,NEW_ROUTE,2025-10-01 19:24:00,<Stop R214813 (2p): PICKUP> -> <Stop R214813 (2p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:24:00,<Stop R214799 (2p): DROPOFF> -> <Stop R214814 (3p): PICKUP> -> <Stop R214814 (3p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:24:00,<Stop R214799 (2p): DROPOFF> -> <Stop R214815 (1p): PICKUP> -> <Stop R214814 (3p): PICKUP> -> <Stop R214814 (3p): DROPOFF> -> <Stop R214815 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:25:00,<Stop R214820 (1p): PICKUP> -> <Stop R214800 (2p): DROPOFF> -> <Stop R214803 (1p): DROPOFF> -> <Stop R214820 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:25:00,<Stop R214819 (1p): PICKUP> -> <Stop R214813 (2p): PICKUP> -> <Stop R214813 (2p): DROPOFF> -> <Stop R214819 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:25:00,<Stop R214819 (1p): PICKUP> -> <Stop R214813 (2p): PICKUP> -> <Stop R214813 (2p): DROPOFF> -> <Stop R214819 (1p): DROPOFF> -> <Stop R214818 (2p): PICKUP> -> <Stop R214818 (2p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:25:00,<Stop R214798 (1p): PICKUP> -> <Stop R214817 (1p): PICKUP> -> <Stop R214808 (1p): DROPOFF> -> <Stop R214798 (1p): DROPOFF> -> <Stop R214817 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:25:00,<Stop R214811 (1p): PICKUP> -> <Stop R214816 (1p): PICKUP> -> <Stop R214801 (1p): DROPOFF> -> <Stop R214816 (1p): DROPOFF> -> <Stop R214811 (1p): DROPOFF> -> <Stop R214812 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:27:00,<Stop R214811 (1p): DROPOFF> -> <Stop R214812 (1p): DROPOFF> -> <Stop R214821 (1p): PICKUP> -> <Stop R214821 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:27:00,<Stop R214807 (3p): DROPOFF> -> <Stop R214822 (1p): PICKUP> -> <Stop R214822 (1p): DROPOFF>,4
D15,FINISH,2025-10-01 19:28:00,<Stop R214809 (1p): PICKUP> -> <Stop R214805 (1p): PICKUP> -> <Stop R214804 (1p): DROPOFF> -> <Stop R214805 (1p): DROPOFF> -> <Stop R214809 (1p): DROPOFF>,4
D14,FINISH,2025-10-01 19:29:00,<Stop R214810 (2p): PICKUP> -> <Stop R214810 (2p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:29:00,<Stop R214820 (1p): DROPOFF> -> <Stop R214823 (1p): PICKUP> -> <Stop R214823 (1p): DROPOFF>,4
D16,FINISH,2025-10-01 19:30:00,<Stop R214798 (1p): PICKUP> -> <Stop R214817 (1p): PICKUP> -> <Stop R214808 (1p): DROPOFF> -> <Stop R214798 (1p): DROPOFF> -> <Stop R214817 (1p): DROPOFF>,4
D16,NEW_ROUTE,2025-10-01 19:30:00,<Stop R214824 (1p): PICKUP> -> <Stop R214824 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:30:00,<Stop R214822 (1p): PICKUP> -> <Stop R214825 (1p): PICKUP> -> <Stop R214825 (1p): DROPOFF> -> <Stop R214822 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:30:00,<Stop R214820 (1p): DROPOFF> -> <Stop R214823 (1p): PICKUP> -> <Stop R214826 (2p): PICKUP> -> <Stop R214823 (1p): DROPOFF> -> <Stop R214826 (2p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:31:00,<Stop R214823 (1p): PICKUP> -> <Stop R214827 (1p): PICKUP> -> <Stop R214826 (2p): PICKUP> -> <Stop R214823 (1p): DROPOFF> -> <Stop R214826 (2p): DROPOFF> -> <Stop R214827 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:31:00,<Stop R214821 (1p): DROPOFF> -> <Stop R214828 (2p): PICKUP> -> <Stop R214828 (2p): DROPOFF>,4
D15,NEW_ROUTE,2025-10-01 19:32:00,<Stop R214829 (2p): PICKUP> -> <Stop R214829 (2p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:32:00,<Stop R214824 (1p): PICKUP> -> <Stop R214830 (1p): PICKUP> -> <Stop R214824 (1p): DROPOFF> -> <Stop R214830 (1p): DROPOFF>,4
D14,NEW_ROUTE,2025-10-01 19:32:00,<Stop R214831 (1p): PICKUP> -> <Stop R214831 (1p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:33:00,<Stop R214818 (2p): DROPOFF> -> <Stop R214836 (1p): PICKUP> -> <Stop R214836 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:33:00,<Stop R214835 (1p): PICKUP> -> <Stop R214835 (1p): DROPOFF> -> <Stop R214815 (1p): DROPOFF>,4
D11,UPDATE_ROUTE,2025-10-01 19:33:00,<Stop R214828 (2p): PICKUP> -> <Stop R214833 (1p): PICKUP> -> <Stop R214828 (2p): DROPOFF> -> <Stop R214833 (1p): DROPOFF>,4
D18,UPDATE_ROUTE,2025-10-01 19:33:00,<Stop R214835 (1p): PICKUP> -> <Stop R214835 (1p): DROPOFF> -> <Stop R214832 (1p): PICKUP> -> <Stop R214832 (1p): DROPOFF> -> <Stop R214815 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:33:00,<Stop R214824 (1p): DROPOFF> -> <Stop R214830 (1p): DROPOFF> -> <Stop R214834 (2p): PICKUP> -> <Stop R214834 (2p): DROPOFF>,4
D13,UPDATE_ROUTE,2025-10-01 19:34:00,<Stop R214837 (2p): PICKUP> -> <Stop R214836 (1p): PICKUP> -> <Stop R214836 (1p): DROPOFF> -> <Stop R214837 (2p): DROPOFF>,4
D12,FINISH,2025-10-01 19:35:00,<Stop R214822 (1p): PICKUP> -> <Stop R214825 (1p): PICKUP> -> <Stop R214825 (1p): DROPOFF> -> <Stop R214822 (1p): DROPOFF>,4
D12,NEW_ROUTE,2025-10-01 19:35:00,<Stop R214838 (2p): PICKUP> -> <Stop R214838 (2p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:35:00,<Stop R214830 (1p): DROPOFF> -> <Stop R214834 (2p): PICKUP> -> <Stop R214839 (1p): PICKUP> -> <Stop R214834 (2p): DROPOFF> -> <Stop R214839 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:35:00,<Stop R214840 (1p): PICKUP> -> <Stop R214839 (1p): PICKUP> -> <Stop R214830 (1p): DROPOFF> -> <Stop R214834 (2p): PICKUP> -> <Stop R214840 (1p): DROPOFF> -> <Stop R214834 (2p): DROPOFF> -> <Stop R214839 (1p): DROPOFF>,4
D16,UPDATE_ROUTE,2025-10-01 19:36:00,<Stop R214840 (1p): PICKUP> -> <Stop R214839 (1p): PICKUP> -> <Stop R214830 (1p): DROPOFF> -> <Stop R214834 (2p): PICKUP> -> <Stop R214840 (1p): DROPOFF> -> <Stop R214841 (1p): PICKUP> -> <Stop R214834 (2p): DROPOFF> -> <Stop R214841 (1p): DROPOFF> -> <Stop R214839 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:36:00,<Stop R214842 (1p): PICKUP> -> <Stop R214842 (1p): DROPOFF> -> <Stop R214827 (1p): DROPOFF>,4
D15,UPDATE_ROUTE,2025-10-01 19:36:00,<Stop R214843 (1p): PICKUP> -> <Stop R214829 (2p): DROPOFF> -> <Stop R214843 (1p): DROPOFF>,4
D17,UPDATE_ROUTE,2025-10-01 19:36:00,<Stop R214842 (1p): PICKUP> -> <Stop R214842 (1p): DROPOFF> -> <Stop R214827 (1p): DROPOFF> -> <Stop R214844 (1p): PICKUP> -> <Stop R214844 (1p): DROPOFF>,4
D12,UPDATE_ROUTE,2025-10-01 19:36:00,<Stop R214845 (1p): PICKUP> -> <Stop R214838 (2p): PICKUP> -> <Stop R214845 (1p): DROPOFF> -> <Stop R214838 (2p): DROPOFF>,4
D14,FINISH,2025-10-01 19:37:00,<Stop R214831 (1p): PICKUP> -> <Stop R214831 (1p): DROPOFF>,4
